1	22.49308313	22.67108313		113.4943408	113.7109408
2	22.49308313	22.67108313		113.7109408	113.9275408
3	22.67108313	22.84908313		113.2777408	113.4943408
4	22.67108313	22.84908313		113.4943408	113.7109408
5	22.84908313	23.02708313		113.0611408	113.2777408
6	22.84908313	23.02708313		113.2777408	113.4943408
7	23.02708313	23.20508313		112.8445408	113.0611408
8	23.02708313	23.20508313		113.0611408	113.2777408
9	23.02708313	23.20508313		113.2777408	113.4943408
10	23.02708313	23.20508313		113.4943408	113.7109408
11	23.02708313	23.20508313		113.7109408	113.9275408
12	23.02708313	23.20508313		113.9275408	114.1441408
13	23.20508313	23.38308313		112.8445408	113.0611408
14	23.20508313	23.38308313		113.0611408	113.2777408
15	23.20508313	23.38308313		113.2777408	113.4943408
16	23.20508313	23.38308313		113.4943408	113.7109408
17	23.20508313	23.38308313		113.7109408	113.9275408
18	23.20508313	23.38308313		113.9275408	114.1441408
19	23.20508313	23.38308313		114.1441408	114.3607408
20	23.38308313	23.88308313		113.0611408	113.2777408
21	23.38308313	23.88308313		113.4943408	113.7109408
22	23.38308313	23.88308313		113.7109408	113.9275408
23	23.38308313	23.88308313		113.9275408	114.1441408
24	23.38308313	23.88308313		114.1441408	114.6707408
22.947097	113.679983	67997.3868
22.577792	113.966524	37926.5416
23.192458	113.347272	27953.0363
23.255965	113.31875	25085.6986
33.65205	116.97047	20919.0667
22.262784	112.79768	18237.6295
29.560903	106.239083	15729.3601
23.143373	113.376315	14868.4446
23.28528	113.651842	13556.1555
23.099259	113.488909	13327.9511
23.192462	113.34726	11349.0899
22.548889	113.955368	10957.5811
23.178845	113.358177	10427.7392
23.054911	113.768888	10210.6765
23.053426	113.761634	10187.7506
23.054769	113.65272	9495.8126
22.92814	114.081898	9065.9062
23.146943	113.305001	8549.9583
23.025829	113.317362	7054.4886
23.012667	113.839206	6824.2516
22.574867	113.920188	6510.0602
27.124487	111.017906	6494.3768
23.262722	113.29603	6105.2056
23.216283	113.29179	5207.8348
22.724052	113.922057	4268.3089
23.025831	113.31738	4236.5421
23.141684	113.262137	4182.3338
23.173014	113.320705	3836.0711
23.187008	113.257642	3562.2053
23.10714	113.301889	3039.9026
22.667339	114.007186	2923.8802
23.129688	113.409023	2755.8648
22.993463	114.728544	2635.5945
22.799744	113.782606	2274.9848
23.125731	113.402306	2148.7238
23.089162	112.882467	2127.005
23.13759	113.381757	1980.8566
22.935859	113.683234	1937.4291
21.679227	110.922443	1691.0543
23.099656	113.487402	1650.2348
23.039077	113.133736	1523.3223
22.640977	114.061072	1507.8397
22.698914	113.818848	1498.9031
22.699085	113.79328	1493.9265
22.630761	114.088349	1474.9462
22.736419	114.275272	1430.8899
23.166269	113.21411	1366.1619
20.335061	110.178827	1365.3053
23.026671	113.314161	1256.9036
22.605016	114.134612	1179.1445
22.55258	114.131064	1125.7637
22.551065	113.906415	1078.8887
23.258526	113.320772	1054.1406
23.201831	113.329844	1047.2994
22.55234	114.004208	956.449
23.127808	113.268909	876.885
22.963677	113.668272	860.6575
22.546424	114.091551	819.5817
23.027282	113.321826	812.4732
22.649465	114.046196	802.9929
23.013316	113.764039	801.945
22.786188	113.89986	768.431
22.631265	114.088053	759.2893
22.59321	113.997232	758.6399
22.646966	114.054897	741.186
22.537631	113.921206	716.1536
22.945963	113.378949	692.4968
22.572454	113.900611	680.1682
23.138201	113.305131	661.4701
23.125711	113.266843	638.8183
22.921069	114.011611	636.5533
23.085993	113.286892	631.8731
23.201472	113.328149	607.9601
23.107633	113.934697	585.3526
23.05819	113.382202	578.4185
22.631295	114.088048	577.3317
23.04938	113.170711	557.8477
22.832066	113.717908	544.8401
22.746146	113.845129	544.5673
22.695229	114.235036	537.6568
23.023983	113.113357	533.4239
21.202247	110.417157	527.6239
23.025897	113.317272	526.7561
22.559031	114.133815	512.8802
23.134029	113.380696	498.2218
22.979376	113.359597	479.3786
22.617332	114.046699	466.0196
23.110206	113.840149	464.8392
23.467117	113.36579	463.2336
22.661854	114.02758	462.5524
22.805765	113.580688	456.8141
22.573973	114.118394	443.4528
23.048773	113.320775	438.3089
22.654465	114.042558	432.0017
23.08834	113.811783	430.3396
23.042076	113.088167	425.5539
22.715649	114.266454	419.474
23.102272	113.314206	409.9957
22.957762	113.885591	404.3689
22.735681	114.276218	401.2549
22.566656	114.048785	389.3617
22.605696	114.052535	388.9843
22.528087	114.053445	385.9114
22.557073	114.093619	371.5909
22.663709	114.02819	358.6164
22.600908	114.124103	355.7476
22.702596	113.841585	339.6894
23.133346	113.288213	325.9203
23.371734	113.249841	322.1326
23.060244	113.228424	318.7701
23.025509	113.136987	318.7701
23.131169	113.297453	317.5724
22.55917	113.964202	317.3112
22.571019	114.063028	316.9499
23.019708	113.088886	313.7988
22.602495	114.120857	310.1361
23.291608	113.311949	308.6912
22.526055	113.932399	308.3529
22.957819	113.885455	289.7356
23.136869	113.252176	287.4723
22.5606	113.914169	286.1964
23.02382	113.12482	284.9008
23.170052	112.896012	271.4754
23.192579	113.347404	263.7415
22.609184	114.036224	255.3604
23.096916	113.284093	246.9617
22.58338	114.132395	243.7428
22.737832	113.824021	243.0345
22.669148	113.923368	240.7228
22.697751	114.227313	239.112
22.634345	114.079336	239.0776
23.017262	113.334856	239.0776
23.035953	113.163214	236.2993
22.615165	114.168801	234.2849
22.999192	114.343194	233.9414
24.80413	113.605786	229.1596
23.107527	113.14625	225.3733
22.670303	114.139487	225.2535
22.667193	114.020917	223.4477
23.626787	113.43641	219.9701
22.653315	114.029516	219.7008
22.62607	114.073376	218.2444
22.644142	113.867745	213.7231
23.055061	113.744384	213.5504
22.633177	114.230291	212.6327
22.980661	114.002005	200.0799
23.174499	113.263282	199.2313
22.93804	113.665746	199.2313
22.845506	113.269551	199.2313
22.563546	114.138399	197.6011
22.6656	114.20803	196.782
23.133276	113.249702	195.401
23.11803	113.362287	192.2122
22.919953	113.213961	191.2621
22.705938	114.091435	190.1459
22.654493	114.042605	188.7821
22.995646	114.006372	183.7939
23.022885	113.826933	183.2365
22.624889	114.152166	181.9852
23.224528	113.317468	181.2249
22.741636	114.266652	180.201
23.054148	113.294756	179.3082
22.674691	113.796497	179.3082
22.966344	113.092801	179.3082
23.156692	113.328526	174.7604
23.190577	113.251884	171.1987
23.010914	113.733551	171.1253
23.072207	113.112958	169.0116
23.101558	113.314506	168.3819
23.012481	113.083899	168.3546
22.611218	114.159207	159.3851
23.1306	113.241295	159.3851
22.619846	114.107034	157.4156
22.55123	114.093465	152.1497
22.506225	113.945301	151.7244
22.657811	114.029555	151.7204
